Zachary A. Krantz, CFP®
Andrew Gerhartz, CFP®
Carrie A. Fahey, CFP®
Brian Withka, CFP®
Renee C. Borchardt, CFP®
Lucas Redburn, CFP®
Carter  Olk, CFP®
Arif A. Fareed, CFP®
Mark H. Hull, CFP®
Andrew J. Powers, CFP®
Tyson Hunter, CFP®
Robert J. Ritter, CFP®
George E. Filepp, CFP®
Patrick J. Conlon, CFP®
Helen B. Stephens, CFP®
Mark S. Madia, CFP®
Christopher S. Fils, CFP®
Charles V. Rousseau, CFP®
Phillip Funk, CFP®
Stephen C. Soulas, CFP®
Kendell W. Frye, CFP®
Ryan Repko, CFP®
Adam Gruber, CFP®
James K. O’Melia, CFP®
Gregory M. Corneille, CFP®
Donald L. Fernandes, CFP®
Peter J. Buechler, CFP®
Joseph T. Travagline, CFP®
Lee A. Starnes, CFP®
Ying Juan  Xie, CFP®
Isaac Gwinn, CFP®
Kimberly A. Nute-Jones, CFP®
Ceasar T. Garvida, CFP®
Raymond H. Mark, CFP®
Eric Shapiro, CFP®
Eric Amzalag, CFP®
Robert J. Corey, CFP®
Chahati Lancaster, CFP®
Joshua O. Baker, CFP®
Matthew A. Brown, CFP®
Jacqueline L. Powell, CFP®
David Sears, CFP®
Vincent M. Tagliaferri, CFP®
James W. Olsen, CFP®
Richard W. Buchan, CFP®
Gregory T. Bricker, CFP®
Joshua M. Sillies, CFP®
William S. Van Ess, CFP®
Rod Kamps, CFP®
John R. Van Grinsven, CFP®
Kurt J. Maurillo, CFP®
Kenneth Dryfhout, CFP®
Seth Bronheim, CFP®
Stephen D. Garrett, CFP®
David A. Cook, CFP®
Amy L. Riddell, CFP®
Brian Shedleski, CFP®
Nathaniel S. Jones, CFP®
Geoffrey A. Hakim, CFP®
Michael Haun, CFP®
Solomon J. Halpern, CFP®
Michelle Miller, CFP®
Nicole A. Webb, CFP®
Matthew S. Yarbrough, CFP®
Kelly A. O'Malley, CFP®
Samantha P. Hobart, CFP®
E. L. Smith, CFP®
Kyle Spayth, CFP®
Kelly J. Potes, CFP®
Michael M. Castro, CFP®
Frank C. Senzino II, CFP®
Kevin M. Kuenster, CFP®
Jackie Duggan, CFP®
Marja L. Norris, CFP®
Jeffrey D. Markanich, CFP®
Lance T. Spencer, CFP®
Frank P. Marzano, CFP®
Richard F. Weiss, CFP®
Rocky Pratt, CFP®
Janelle L. Coulman, CFP®
Emily S. Hall, CFP®
Bonnie L. Grizzell, CFP®
Zachary C. McGill, CFP®
Perry J. Johnson, CFP®
Derec J. Mieden, CFP®
Kathryn C. Glanz, CFP®
Richard S. Wilhelmi, CFP®
Jonathan W. Strauss, CFP®
Derek Nickerson, CFP®
Steven L. Douglass, CFP®
Patricia A. Blair, CFP®
Harrison M. Brown, CFP®
Cary A. Mares, CFP®
Helen C. Bost, CFP®
Laura A. Combs, CFP®
Jonah Ravel, CFP®
C. L. Taylor, CFP®
Kyle M. Oreshack, CFP®
Kazuyo Deguchi, CFP®
Eve R. Fowler, CFP®
Christopher  Gammon, CFP®
Jason Monteleone, CFP®
Gregory D. Strickland, CFP®
Jay Salter, CFP®
James M. Ruff, CFP®
John Beninato, CFP®
J. S. Knight, CFP®
Bruce D. Ward, CFP®
David E. Goldberger, CFP®
Philip Roberts, CFP®
Joel A. Swogger, CFP®
Kevin J. Decker, CFP®
Jacob E. McCarney, CFP®
Jarrett Sheets, CFP®
Christopher  Dolan, CFP®
Matthew D. DeBoer, CFP®
Allan M. Pelkonen, CFP®
Lauren Prince, CFP®
Zachary Fischer, CFP®
William B. Henry, CFP®
Marney E. McKee, CFP®
Hunter K. Hardy, CFP®
James P. Talley, CFP®
Edward L. Roth, CFP®
Brian S. Talbot, CFP®
Peter J. LaBella, CFP®
J Todd Anderson, CFP®
Kent Fisher, CFP®
Christie P. Hedges, CFP®
Jon Powell, CFP®
Brian C. Deane, CFP®
Benjamin D. Johnson, CFP®
Kurt T. Mortenson, CFP®
Brian Wilborn, CFP®
Raymond M. Kalwajtys, CFP®
John S. Williamson, CFP®
Steven D. Witter, CFP®
Kevin T. Grimes, CFP®
Jill Aronberg-Heller, CFP®
Gary A. Dowdell, CFP®
John Frechette, CFP®
Michelle D. Peterson, CFP®
Brett G. Smith, CFP®
Matthew R. Klein, CFP®
James W. Hayes, CFP®
Neil G. Carousso, CFP®
Edward M. Strogen, CFP®
Christopher E. Ritchie, CFP®
Douglas W. Smith, CFP®
Gabriel A. Shahin, CFP®
Bradley Thomas, CFP®
Timothy A. Emerson, CFP®
Thomas G. Bustamante, CFP®
Leonardo Mesa, CFP®
Christina Vilmar, CFP®
Corey Solorzano, CFP®
John M. Terrion, CFP®
Elias K. Sallman, CFP®
Steven L. Bailin, CFP®
Brian H. Wilde, CFP®
Noel P. Silker, CFP®
Kelsi Rahm, CFP®
Joyce E. Curtis, CFP®
Kevin Carter, CFP®
Scott Hamilton, CFP®
Ray D. Evans, CFP®
Paul B. Elfner, CFP®
Christian T. Reinecker, CFP®
Grant A. Meyer, CFP®
Joseph E. Brown, CFP®
Cindy Q. Graham, CFP®
Sal J. Fiorentino, CFP®
Adam T. Wilson , CFP®
Joe Walsh, CFP®
Gerald P. Dagostino, CFP®
Angiela J. Eggering, CFP®
Elijah W. Essa, CFP®
Christopher J. Baudouin, CFP®
Richard Marcatos, CFP®
Michael J. Hall, CFP®
Daniel Meyerovitz, CFP®
Ryan R. Robaugh, CFP®
William Jones, CFP®
Gary P. Hummel, CFP®
Michael K. Peek, CFP®
Larry  D. Ailes, CFP®
Lilliam Araque, CFP®
G. G. Hicks, CFP®
Jason Cotton, CFP®
Elinos A. Whitlock, CFP®
Denise A. Osadchuk, CFP®
Joseph Allen, CFP®
Bryce Niemi, CFP®
John Robertson, CFP®
Tommy D. Karr, CFP®
Tennille Lester, CFP®
Helen J. Semus, CFP®
Bryan J. Althouse, CFP®
Anindita Dhar, CFP®
Stephen A. Brophy, CFP®
Steven F. Minninger, CFP®
Karen S. DeTorres, CFP®
John J. Suh, CFP®
Calvin J. Celentano, CFP®
Harlan G. Storey, CFP®
Andrea K. McNamara, CFP®
Sean OReilly, CFP®
Jill L. Pivato, CFP®
Kaitlin M. Hewell, CFP®
Kenneth D. Elliott, CFP®
Eugene M. Gard, CFP®
Caroline Gorham, CFP®
Yisen Cai, CFP®
Andrew Lam, CFP®
Theresa M. Richards, CFP®
Ashley Kaplan, CFP®
Colleen F. Jowers, CFP®
Grant J. Nelson, CFP®
Brady Bevan, CFP®
Elizabeth Kirkpatrick, CFP®
Shaun O'Hare, CFP®
Thomas D. Lee, CFP®
Jerry W. Hanwell, CFP®
Neil S. Shapiro, CFP®
Bryan L. Vancura, CFP®
James A. Mealey, CFP®
Ryan Albright, CFP®
Kyla S. Wetzel, CFP®
Bryan A. Ruder, CFP®
Jared Mayfield, CFP®
Scott E. Shoup, CFP®
Joshua S. Mayor, CFP®
Brent R. Steiner, CFP®
Jason Powers, CFP®
Amy Poduch, CFP®
Brian Frack, CFP®
Maria Natarelli, CFP®
Susan Davis, CFP®
Travis Marks, CFP®
Ross Levine, CFP®
Christopher R. Stern, CFP®
Robert G. Russell, CFP®
Brian E. Keefe, CFP®
Hermes W. Del-Sette, CFP®
STEPHEN QUIN, CFP®
Tyler Adams, CFP®
Paul R. Krupnick, CFP®
Alexandra B. Demosthenes, CFP®
Lisa R. Rohrbaugh, CFP®
Randall C. Parks, CFP®
Jean Pierre P. Eugene, CFP®
Patrick  Carpenter, CFP®
James Back, CFP®
Louise M. Cole, CFP®
David Newman, CFP®
Jack Curran, CFP®
Todd M. Stepniewski, CFP®
Jason M. Pilcher, CFP®
Adam J. Bourk, CFP®
Lauren Stansell, CFP®
Michael Zambelli, CFP®
Kyle  Ward, CFP®
Gregory Matthews, CFP®
Colleen Baldeh, CFP®
Phillip J. Cordano, CFP®
Lisa J. Dreyer, CFP®
Thomas P. Mimnaugh, CFP®
Edwin S. Killinger, CFP®
George  G. Smojver, CFP®
Sterling A. Coley, CFP®
Joseph S. Ferguson, CFP®
Howard M. Fleming, CFP®
John  A. Mele, CFP®
Patrick A. Lawler, CFP®
Scott D. Krause, CFP®
Ashlyn Klaski, CFP®
Erich L. Hoffman, CFP®
John A. Costello, CFP®
David Anderson, CFP®
Jodi G. Krausman, CFP®
Wendy L. Gillespie, CFP®
Chad Michaels, CFP®
Mauricio Beltran, CFP®
Daniel S. Reiter, CFP®
Benjamin Dolan, CFP®
Kevin A. Good, CFP®
Brendan J. O'Keefe, CFP®
Shane P. Smith, CFP®
Vincent R. Birardi, CFP®
Bonnie A. Anderson, CFP®
Maura A. Kelly, CFP®
James P. Berndt, CFP®
Eric M. Scott, CFP®
Francis X. Becker, CFP®
Nicholas Reed, CFP®
Bryan M. Grove, CFP®
Maurice M. Atkins, CFP®
Rebecca N. Egan, CFP®
Kevin M. Linn, CFP®
Shawn Golden, CFP®
Alexxander Peralta, CFP®
Maura Mallaney, CFP®
Sarah Minakary, CFP®
Taylor A. Steele, CFP®
Daniel Neice, CFP®
Cenk Kozulcali, CFP®
Sharon E. Cohen, CFP®
John G. Kaiser, CFP®
Teri M. Hollander Albin, CFP®
Todd A. Stankiewicz, CFP®
Thomas J. Dunn, CFP®
Andrew Hamilton, CFP®
Patrick C. McKnight, CFP®
Daniel J. Mahoney, CFP®
Kendall B. Wear, CFP®
Robert Arnold, CFP®
Maryann Mestas, CFP®
Collin Hall, CFP®
Andrew Hefner, CFP®
Stephen S. Lorentz, CFP®
Casey S. Kriedman, CFP®
Peter S. O'Keefe, CFP®
Wythe Hogge, CFP®
James A. McFadden, CFP®
Brian K. Higashi, CFP®
Douglas R. Jones, CFP®
Aaron B. Petersen, CFP®
Jeffrey D. Kanegae, CFP®
Rose Koch, CFP®
Yonghui Huang, CFP®
Ben Harvill, CFP®
Aaron Groen, CFP®
Michele Y. Bergeron, CFP®
Adrienne D. Love, CFP®
Paula R. Funderburke, CFP®
S. P. Workman, CFP®
Blane Heisler, CFP®
Donald B. Rosen, CFP®
Daniel R. King, CFP®
Todd Oetken, CFP®
Eric C. Silk, CFP®
Scott Schwartz, CFP®
Joseph M. Prisco, CFP®
Albert T. Kohout, CFP®
Kyle Gionet, CFP®
Mark A. Schiffenhaus, CFP®
Joseph A. Romano, CFP®
Erin N. Goodrich, CFP®
Luis G. Chiappy, CFP®
William J. Cole, CFP®
Melanie Kelly, CFP®
Stephen Bodwell, CFP®
Andrew D. Robertson, CFP®
Frederick J. Scheerle, CFP®
Sean M. Mullervy, CFP®
Austyn Whittenburg, CFP®
Brandon R. Simmons, CFP®
Shelby L. Bruckner, CFP®
Stephen Huber, CFP®
Carolina Chatila, CFP®
Roman Pinsky, CFP®
Timothy Hayes, CFP®
Harold W. Kirschner, CFP®
Donovan L. Ciminelli, CFP®
Melinda F. Davis, CFP®
Robert Britton, CFP®
Meghan P. Lee, CFP®
Scott E. Holstein, CFP®
Dominick R. Anton, CFP®
Chuong N. Dao, CFP®
Samuel Hanger, CFP®
MARIA T. HERNANDEZ HUERTA, CFP®
Chuck J. McBeain, CFP®
Lindsay A. Kaminski, CFP®
Kenneth P. DiPaola, CFP®
Murphy Bradshaw, CFP®
Heidi L. Simpson Rose, CFP®
Nikolaos Papas, CFP®
Owen C. McBride, CFP®
Suzanne R. Holt, CFP®
Gina M. Lemke, CFP®
Scott C. Petranek, CFP®
Cole Milbrath, CFP®
Peter M. Lee, CFP®
J. Carlton Morse, CFP®
Carol E. Johnson, CFP®
Ted A. Halseth, CFP®
Bradley J. Keel, CFP®
Michael W. McGowan, CFP®
John K. Jacobi, CFP®
Jacqueline F. Rogers, CFP®
Justin Jaffe, CFP®
William R. Spell, CFP®
Brian J. Knabe, CFP®
Bryan G. Fiala, CFP®
Michael B. Garrison, CFP®
Jennipher Lommen, CFP®
Michael Forrester, CFP®
Casey Redmond, CFP®
Walter A. Bowser, CFP®
Robert Schermerhorn, CFP®
Randy T. Siegel, CFP®
Peter  Stankovich, CFP®
Daniel W. Laure, CFP®
Curtis J. LeValley, CFP®
Joseph  M. Podbielski, CFP®
Shawn Gallagher, CFP®
John P. O'Connor, CFP®
Shannon R. Shupp, CFP®
Edward Arnold, CFP®
Glenn F. Delman, CFP®
Robert S. Hartinger, CFP®
James T. Dimos, CFP®
Joellene R. Aylor, CFP®
Shari Beck, CFP®
Daniel E. Wolford, CFP®
Scott D. Abrahamson, CFP®
Peter M. Glovna, CFP®
Curt J. Gray, CFP®
Karlie M. Lorenz, CFP®
Joshua D. Escalante Troesh, CFP®
Andrew W. DuPont, CFP®
Joseph De Gange, CFP®
Blair G. Ege, CFP®
Shawn M. McCormick, CFP®
Jerome B. Moore, CFP®
Uri Doolittle, CFP®
Steven A. Addison, CFP®
David L. White, CFP®
Samuel P. Varano, CFP®
ZACHARY G. HAGEMAN, CFP®
F. E. Spurry, CFP®
Jake Northrup, CFP®
Michael C. Pendleton, CFP®
Richard Van Dyke, CFP®
John Deglow, CFP®
Nicholas Acri, CFP®
Gregory S. Daniel, CFP®
Nick Magone, CFP®
Timothy B. Crain, CFP®
Richard P. Biagiotti, CFP®
Charles R. Harlan, CFP®
Christopher Weidler, CFP®
Joseph R. Meyer, CFP®
Hongze V. Chen, CFP®
Tanner Bortnem, CFP®
Diana M. Colahan, CFP®
Christopher Grizzetti, CFP®
Victor D. Jones, CFP®
Nathan D. Barns, CFP®
Silva Padowski, CFP®
Jeffrey K. Kutz, CFP®
Joseph R. Croll, CFP®
Peter Tran, CFP®
Lynn J. Craig, CFP®
Jason D. Perkins, CFP®
John R. McKay, CFP®
Adam Baur, CFP®
Tyler M. Hunter, CFP®
Julie E. Ford, CFP®
Nathan S. Willardson, CFP®
Matthew D. Berti, CFP®
Judy Leung, CFP®
Neil R. Waxman, CFP®
Emily W. Enriquez, CFP®
Kimberly K. Henry, CFP®
Paul S. Thomas, CFP®
Hari K. Rao, CFP®
Taylor J. Gobble, CFP®
Kelly M. Williams, CFP®
Jeffrey Rodriguez Aponte, CFP®
Edward J. Brower, CFP®
Jason G. Reynolds, CFP®
Rachel Bubb, CFP®
Paisley D. Wessel, CFP®
Courtney C. Garner, CFP®
Brian J. Teague, CFP®
Will Steinberger, CFP®
Ryan M. Bronowicz, CFP®
Dudley B. Brickhouse, CFP®
Jane M. Young, CFP®
Steven L. Payne, CFP®
Jason Fortune, CFP®
David Richburg, CFP®
Jeffrey Hohn, CFP®
Tony L. Kinnaird, CFP®
Rachel Zhang, CFP®
James E. Ison, CFP®
Marcus Holzberg, CFP®
Shelley J. Marshall, CFP®
Glenn J. Hansen, CFP®
Edward C. Lane, CFP®
Grant Walker, CFP®
Pamela G. Batson, CFP®
Donald J. Carcieri, CFP®
Allen  C. Robinson, CFP®
David J. Kochamba, CFP®
Katherine E. Yoho, CFP®
G. S. Baird, CFP®
Robert E. Morvice, CFP®
Thomas M. McDonald, CFP®
Dennis J. Leone, CFP®
Carl J. Camillo, CFP®
Michael A. McEntee, CFP®
Peter N. Augustin, CFP®
Joshua Loeffler, CFP®
Deborah J. Doucet, CFP®
William S. Gerlin, CFP®
Teal A. Williams, CFP®
Robert J. Desnoyers, CFP®
Daniel T. Devine, CFP®
Adam Underhill, CFP®
Henry J. Lessner, CFP®
Michael R. Judge, CFP®
Peter A. Sullivan, CFP®
Christopher K. Winn, CFP®
Michael C. Staufenberger, CFP®
Kieth L. Tong, CFP®
Charlie L. Gipple, CFP®
Andrew A. Horowitz, CFP®
Anthony Hemmelgarn, CFP®
Megan Sheffield, CFP®
Courtney Kershaw, CFP®
David Thatcher, CFP®
Jason C. Shull, CFP®
David G. Kopittke, CFP®
Danielle P. Barrios, CFP®
Matthew J. Finley, CFP®
Richard S. Hoel, CFP®
Elizabeth Dahme, CFP®
Dustin Illgen, CFP®
Jessi L. Chadd, CFP®
Dave J. Spano, CFP®
Howard V. Kibrick, CFP®
Fadwa F. Dahhan, CFP®
Krystal A. Wyss, CFP®
Ryan  J. Rettig, CFP®
Thomas L. Thorkelson, CFP®
William R. Sukup, CFP®
Damon C. Newsom, CFP®
Claudia Ferreira, CFP®
Laura N. Baird, CFP®
Stephen Orzo, CFP®
Kerry B. Connell, CFP®
Daniel Kuhn, CFP®
Jared A. Milhoan, CFP®
Scott S. Limkemann, CFP®
Lisa E. Dregne, CFP®
Grant M. Ruder, CFP®
Jason R. Topp, CFP®
Matthew M. Condit, CFP®
Kerry M. Cowan, CFP®
Matthew Oleksak, CFP®
Gretchen M. Zierolf, CFP®
BRIAN ROBINSON, CFP®
Clayton E. Mason, CFP®
Daniel T. Billings, CFP®
Raymond N. Bergen, CFP®
Andrew J. Wilson, CFP®
Jennifer C. Dever, CFP®
Richard A. Stocker, CFP®
Holly  M. Knott, CFP®
Valerie Doyle, CFP®
Erik G. Ford, CFP®
James M. Gift, CFP®
James D. Gidley, CFP®
Katherine Badertscher, CFP®
Lisa McIntire Shaw, CFP®
Nicole E. Wood, CFP®
Patrick Brannan, CFP®
Todd M. Schober, CFP®
Marlon K. Awuma, CFP®
Bonnie M. Gibbs, CFP®
Constance M. Dupras, CFP®
Phillip M. DeSantis, CFP®
Stephen M. Breig, CFP®
Matthew B. Wormley, CFP®
Robert J. Walmsley, CFP®
Peter Mu, CFP®
Sam Albert, CFP®
Benjamin R. Koala, CFP®
Tracy A. VanSumeren, CFP®
Dean A. Norem, CFP®
Terrill B. Johnson, CFP®
Thomas Helms, CFP®
Johanna Turner, CFP®
John P. Meyer, CFP®
Jason S. White, CFP®
Kenneth J. Lopez, CFP®
Debra C. Allman, CFP®
Maria Dolores Barela, CFP®
Mark P. Mikuta, CFP®
Jarrell R. Prince, CFP®
Thomas R. O'Connor, CFP®
Samuel J. Waller, CFP®
Philip J. Rutterer, CFP®
Chris Mullis, CFP®
John M. MacDonald, CFP®
William R. Simonette, CFP®
Daniel Chun, CFP®
Matthew S. Olver, CFP®
Laurie G. Moore, CFP®
Eric R. Willmeth, CFP®
Micah E. Dorr, CFP®
Heather B. Craig, CFP®
Sam Deaver, CFP®
John Norberg, CFP®
Oswaldo R. Alanis, CFP®
David R. Emswiler, CFP®
Brinley LeDonne, CFP®
Jennifer L. Schoonmaker-Dasch, CFP®
Carl B. McGee, CFP®
John G. Day, CFP®
Ronald M. Sisk, CFP®
Robert D. Morgan, CFP®
Jose M. Diaz, CFP®
Wayne A. Pahssen, CFP®
Thad R. Dunn, CFP®
Thomas A. Robinson, CFP®
Lester G. Detterbeck, CFP®
Michael D. Cherrey, CFP®
Nicole C. Carson, CFP®
Shurdonna S. Joseph, CFP®
Trent W. Montague, CFP®
Jordan J. Kuehner, CFP®
Michael J. Einhorn, CFP®
Gordon M. Brown, CFP®
Keith R. Dorney, CFP®
Maddy Spiering, CFP®
Thad Kuczynski, CFP®
Christopher D. Cox, CFP®
Peter Lovecchio, CFP®
Richard C. Disharoon, CFP®
Anthony F. Essis, CFP®
Tyler Vallano, CFP®
Kevin M. Peterson, CFP®
Robin R. Foreman, CFP®
Donald P. Kostka, CFP®
Marc S. Schliefer, CFP®
Cynthia Stauffer, CFP®
Derek J. Wichman, CFP®
Edward A. Silversmith, CFP®
Jacob Zollman, CFP®
Elizabeth L. McVittie, CFP®
Michael Remedios, CFP®
Joanna  T. Nowak, CFP®
Carol C. Jackovich, CFP®
Jennifer A. Patterson, CFP®
Ronnie F. Powell, CFP®
Chase A. Hutter, CFP®
Brian J. Aberle, CFP®
Steven C. Nelson, CFP®
Kevin S. Hatch, CFP®
William T. Giordano, CFP®
Sean J. Green, CFP®
Dennis D. Holzwarth, CFP®
Rex E. Lindeman, CFP®
Brian J. Horner, CFP®
Jarrett P. Yehlen, CFP®
James P. Leary, CFP®
Joel Israel, CFP®
Shawn Roberts, CFP®
Zachary A. Morris, CFP®
cameron kaser, CFP®
Greg M. Hurley, CFP®
William T. Morgan, CFP®
William H. Raymon, CFP®
Kyle B. Watt, CFP®
Jeremy Noel, CFP®
Matthew P. Mondoux, CFP®
Cory D. Melisky, CFP®
Barry K. Malone, CFP®
Jamie G. Losito, CFP®
M. D. Jackson, CFP®
Timothy Davis, CFP®
Brian M. Jones, CFP®
Robert F. Farrell, CFP®
Jordan D. Kretsch, CFP®
Benjamin Lucas, CFP®
Michael I. Chung, CFP®
Bryan Faller, CFP®
Sydney L. Schutte, CFP®
Katie E. Pederson, CFP®
Jeffrey S. Brannen, CFP®
Carolanne M. Chavanne, CFP®
Elizabeth Mintzer, CFP®
Brett D. Baskin, CFP®
Robert Cepeda, CFP®
Howard C. Hertz, CFP®
Tala McCreless, CFP®
Arthur R. Fu, CFP®
Scott T. Marquardt, CFP®
Mark L. Wallace, CFP®
Matthew Decker, CFP®
Anthony C. Guadagnino, CFP®
Sandria M. Calio, CFP®
Brian D. Casey, CFP®
Rebecca H. Rose, CFP®
Brad B. Lott, CFP®
Randall D. Ehleringer, CFP®
Michael J. Nahill, CFP®
John C. Prather, CFP®
Joseph L. Ferri, CFP®
Matthew P. Griessel, CFP®
Aaron N. Kennedy, CFP®
James A. Small, CFP®
Jacob  B. Marrs, CFP®
Eric J. Winkler, CFP®
Andrew M. Brown, CFP®
Allegra M. Swan, CFP®
Steven D. Lee, CFP®
Stephen R. Lyddon, CFP®
James R. Frankowski, CFP®
Daniel OBrien, CFP®
Mikael A. Jacobs, CFP®
Nicholas Picucci, CFP®
Austin K. York, CFP®
Matthew Schuberg, CFP®
Blair Punt, CFP®
James H. Robbins, CFP®
Aimée M. Lloyd, CFP®
Wayne S. Wulf, CFP®
Thomas W. Aichele, CFP®
David P. Drea, CFP®
Yuki E. Igarashi, CFP®
Justin Long, CFP®
Adam Warren, CFP®
Eric T. Van Ness, CFP®
Marie B. Paturzo, CFP®
Vonda R. Grant, CFP®
Emilio F. Sanchez, CFP®
Andrew F. Roettger, CFP®
Michael T. Bellah, CFP®
Christopher M. Duerr, CFP®
Stacie L. Price, CFP®
Stewart G. Anderson, CFP®
James L. Warner, CFP®
Rick J. Higgins, CFP®
Erin D. Neece, CFP®
Scott Ast, CFP®
Arcelia Wicker, CFP®
Jason  P. Clark, CFP®
Christina H. Florence, CFP®
Michael Hathaway, CFP®
Lisa B. Kern, CFP®
Brittany Ringo, CFP®
Joseph Rogers, CFP®
Ralph C. Smith, CFP®
Christina Empedocles, CFP®
Dominick Sardella, CFP®
Brennan Pate, CFP®
Peter M. Arnold, CFP®
James Z. Taylor, CFP®
Jeanie S. Schwarz, CFP®
David Martinez, CFP®
Chelsea K. Tufte, CFP®
Jared Stanley, CFP®
David A. Castleberry, CFP®
David N. Carroll, CFP®
Ryan  J. Hamilton, CFP®
Michael P. Hepner, CFP®
Randall P. Sanada, CFP®
Frank M. Wood, CFP®
Raymond L. Chase, CFP®
Jack Wingerd, CFP®
Nicholas E. LiVecchi, CFP®
Julie Fletcher McDaniel, CFP®
Samuel Pun, CFP®
Sandra C. Smiley, CFP®
Kenneth Ambrogi, CFP®
Carl L. Laurella, CFP®
Kathryn Hackett, CFP®
Philip J. Albitz, CFP®
Alyssa Lum, CFP®
Justin Sampson, CFP®
Hilberto  Cerda, CFP®
Brian Wagener, CFP®
Cheryl  Starr, CFP®
Erich Gerlach, CFP®
Howard Sacks, CFP®
Robert S. Jeter, CFP®
Shawn C. Jacobowitz, CFP®
Christopher R. Cinelli, CFP®
Roger J. Houston, CFP®
Maxim I. Meyers, CFP®
Jeffrey J. Szumigale, CFP®
Mary F. Carter, CFP®
Maria D. Catoni Prado, CFP®
Isidore Ogoussan , CFP®
Michael B. Cooper, CFP®
Nathan A. Trannel, CFP®
Brian D. Fleming, CFP®
Kevin Draudt, CFP®
Andre  K. Brickhouse, CFP®
Anthony Hinds-Fritz, CFP®
Michael J. McIntosh, CFP®
David G. Forney, CFP®
Emil Nguyen, CFP®
Paul C. Spencer, CFP®
Scott M. Garbien, CFP®
Jerry L. Spivey, CFP®
Keith E. Mahle, CFP®
Kieric D. Wilcox, CFP®
Eric TeGrootenhuis, CFP®
Scott W. Snider, CFP®
Jeffrey B. Froman, CFP®
Diedrich D. Oglesbee, CFP®
Angela Vetrano, CFP®
Peter P. Ostapow, CFP®
Michael H. Reid, CFP®
Emily J. Safford, CFP®
Brenden T. Bowers, CFP®
Jonathan A. Schoenberg, CFP®
Brian M. Silkwood, CFP®
Brandon J. Andreasen, CFP®
Andrew T. Sollenberger, CFP®
Jeffery A. Smith, CFP®
Robert Hernandez, CFP®
Michael E. Monday, CFP®
Brian J. Hunter, CFP®
Julie Olander, CFP®
Philip E. Moore, CFP®
George F. Cerwin, CFP®
Helen N. Perez, CFP®
Seth J. Kelly, CFP®
Corey D. Lev, CFP®
Bruce E. Kavenagh, CFP®
Brian Sites, CFP®
Jeff Howard, CFP®
Kristin McKenna, CFP®
Debra A. Peters, CFP®
John M. Vance, CFP®
Eddie Ngo, CFP®
John E. Creamer, CFP®
Brennen T. Gerhart, CFP®
David G. Hanvey, CFP®
Anthony L. Henry, CFP®
Jamar A. Burton, CFP®
Barbara Wolf, CFP®
Jessica Carter, CFP®
Jonathan G. Breit, CFP®
Brian T. Dover, CFP®
Marcus  N. Magyar , CFP®
Ettore D. Ventrice, CFP®
Carol C. Chang, CFP®
Stephen J. Aucamp, CFP®
Mark S. Hansen, CFP®
Elizabeth A. Krisko, CFP®
Michael A. LaCourt, CFP®
Jacob G. Bales, CFP®
Michael Y. Kittelson, CFP®
Nancy G. Montanye, CFP®
Janelle M. Cromwell, CFP®
Daniel C. Haines, CFP®
Harsh A. Pradhan, CFP®
Raymond E. Gay, CFP®
Anthony J. Calhoun, CFP®
Kittye Tilford, CFP®
Christopher J. Pfanstiel, CFP®
Kevin Feig, CFP®
Michael K. Creamer, CFP®
Marina Volokhova, CFP®
Amir A. Jafariaria, CFP®
Daniel G. Kaufman, CFP®
Philip S. Franco, CFP®
Brian J. Schultz, CFP®
Antonio M. Arteaga, CFP®
Alex J. Lee, CFP®
Megan E. Koopman, CFP®
Brenton D. Harrison, CFP®
Mark L. Dickerson, CFP®
Katalin M. Orban, CFP®
Jordan Sheiner, CFP®
Wendy Adler, CFP®
Cameron M. Barrows, CFP®
David E. Holland, CFP®
Jonathan Henkels, CFP®
Benjamin R. Martinek, CFP®
Ryan Kittredge, CFP®
Aaron Lin, CFP®
ReKeithen D. Miller, CFP®
Robert S. Fussell, CFP®
Caroline B. Fuerniss, CFP®
Richard Womack, CFP®
John T. Orlando, CFP®
Christopher R. MacBean, CFP®
Adrian A. Vaughn, CFP®
Douglas W. Greene, CFP®
Curt R. Christensen, CFP®
David J. Mooradian, CFP®
Steven R. Saylor, CFP®
Melanie G. Leahy, CFP®
John M. MacDonald, CFP®
Carlton L. Fitch, CFP®
Barbara Kreitsch, CFP®
Joseph P. Panfil, CFP®
Barbara  A. Black, CFP®
Clifford R. McTee, CFP®
W. J. Steen, CFP®
Benjamin J. Ling, CFP®
Karen M. Connolly, CFP®
